,Name,City,INN,reliable,dobro_mail,need_help,https
256,"Благотворительный фонд помощи малообеспеченным слоям населения ""Дари добро""",Краснознаменск,0,1,1,1,0
257,"Благотворительный фонд ""Миссия""",Москва,0,1,1,1,0
258,"АНО ДПО ""Институт развития семейного устройства"" (ИРСУ)",Москва,0,1,1,1,1
259,Благотворительный фонд поддержки еврейских традиций и культуры «СОЛОМОН»,Москва,0,1,1,1,0
260,Благотворительный фонд Благостыня,Пермь,0,1,1,1,0
261,"Автономная некоммерческая организация Инклюзивный клуб ""Забота"" г.Няндома",Няндома,0,1,1,1,0
262,Благотворительный фонд «Фонд Ройзмана»,Екатеринбург,0,1,1,1,1
263,Межрегиональный благотворительный общественный фонд помощи больным эпилепсией «Содружество»,Москва,0,1,1,1,0
264,"Благотворительный фонд ""Дети-бабочки""",Москва,0,1,1,1,0
265,"Благотворительный фонд ""Ковчег""",Нижний Тагил,0,1,1,1,1
266,Межрегиональная общественная организация нефрологических пациентов «НЕФРО-ЛИГА»,Калининград,0,1,1,1,0
267,"Некоммерческая организация регионального благотворительного фонда ""Рука помощи""",Новосибирск,0,1,1,1,1
268,Фонд поддержки и продвижения молодых талантов в области искусства и развития международных культурных связей Ильдара Абдразакова,Москва,0,1,1,1,0
269,"КГОО ""Союз многодетных семей"" Кубанская семья""",Краснодар,0,1,1,1,0
270,"Санкт-Петербургская благотворительная общественная организация помощи детям, находящимся в трудной жизненной ситуации, «Мята»",Санкт-Петербург,0,1,1,1,0
271,Свердловская региональная общественная организация поддержки президентских инициатив в области здоровьесбережения нации «Общее дело»,Екатеринбург,0,1,1,1,0
272,Автономная некоммерческая организация Центр социальной помощи “Надежда”,Тамбов,0,1,1,1,0
273,Автономная некоммерческая организация «Центр развития и реабилитации детей «Светлый город»,Санкт-Петербург,0,1,1,1,0
274,"Карельская региональная общественная организация социальной реабилитации и канистерапии ""Открытые сердца""",Петрозаводск,0,1,1,1,0
275,"Автономная некоммерческая организация ""Центр защиты материнства и детства ""Тёплый дом на горе""",Махачкала,0,1,1,1,0
276,"Автономная Некоммерческая Организация помощи людям в трудной жизненной ситуации ""ТВОЙ ДОМ""",Новосибирск,0,1,1,1,0
277,"АНО социальной реабилитации пожилых и инвалидов Центр ""Добровольцы серебряного возраста"" Калининградской области",Калининград,0,1,1,1,0
278,БИФ Помоги.Орг,Москва,0,1,1,1,0
279,Автономная некоммерческая организация «Центр Исследования и Развития Предпринимательства»,Москва,0,1,1,1,0
280,Дом в горошек,красноярск,0,1,1,1,0
281,"Центр реабилитации животных ""Верность""",Ярославль,0,1,1,1,1
282,Благотворительный фонд Калининградской области «Берег надежды»,Калининград,0,1,1,1,0
283,Автономная благотворительная некоммерческая организация Центр социального развития и самопомощи,Москва,0,1,1,1,0
284,Ассоциация инструкторов массажа в школах,Россия,0,1,1,1,0
285,Марфо-Мариинский центр для детей с ограниченными возможностями здоровья,Москва,0,1,1,1,0
286,"Автономная Некоммерческая Организация ""Центр защиты семьи, материнства и детства""Счастье""",Коломна,0,1,1,1,0
287,БФ Русфонд,Самара,0,1,1,1,0
288,Региональная общественная организация поддержки инвалидов «Радость»,Москва,0,1,1,1,0
289,"Фонд ""Подарок Судьбы""",г. Москва,0,1,1,1,0
290,"Благотворительный фонд ""ЕВИТА""",Самара,0,1,1,1,0
291,"Благотворительный фонд помощи детям с ДЦП ""Добросердие""",Москва,0,1,1,1,0
292,"Благотворительный фонд помощи взрослым онкобольным ""Огромное сердце"" Ольги Сергеенко",Москва,0,1,1,1,0
293,"Автономная некоммерческая организация Центр социальной адаптации детей ""Живу с культурой""",Москва,0,1,1,1,0
294,"Межрегиональный благотворительный общественный фонд ""Екатеринбургский еврейский культурынй центр ""Менора""",Екатеринбург,0,1,1,1,0
295,"АНО ""ЦЕНТР СОЦИАЛЬНЫХ КОММУНИКАЦИЙ ""СОВА""",Москва,0,1,1,1,0
296,"РОД ""Петербургские родители""",Санкт-Петербург,0,1,1,1,0
297,"Благотворительный фонд ""БлагоДаря""",Санкт-Петербург,0,1,1,1,1
298,Межрегиональная благотворительная общественная организация содействия в реализации социальных программ в области медицины и здравоохранения «ВОЗРОЖДЕНИЕ»,Москва,0,1,1,1,0
299,"Общероссийская общественная организация помощи социально незащищенным категориям граждан ""Под крылом России""",Москва,0,1,1,1,0
300,Благотворительный Фонд социальной поддержки граждан «Подари Любовь Миру»,Балашиха,0,1,1,1,0
301,Благотворительный фонд им. Арины Тубис,Петрозаводск,0,1,1,1,0
302,Благотворительный фонд содействия семейному устройству «Найди семью»,Москва,0,1,1,1,1
303,"Некоммерческая организация ""Ассоциация замещающих семей Свердловской области""",Екатеринбург Свердловская область,0,1,1,1,0
304,"Нижневартовский благотворительный фонд ""Твори добро""",Нижневартовск,0,1,1,1,0
305,"Сухоложская Городская Общественная Организация Поддержки Граждан в Трудной Жизненной Ситуации «УМКА» ( уважение, милосердие, конфиденциальность, анонимность)",городской округ Сухой Лог,0,1,1,1,0
306,"ЧУЗ Марфо-Мариинский медицинский центр ""Милосердие""",Москва,0,1,1,1,0
307,Автономная некоммерческая организация «Центр развития филантропии «Сопричастность»,Москва,0,1,1,1,0
308,"Фонд развития филантропии ""КАФ""",Москва,0,1,1,1,0
309,Благотворительный фонд «Центр социальной адаптации и поддержки соотечественников «Достойный гражданин»,Москва,0,1,1,1,0
310,"Сибирский благотворительный фонд помощи детям инвалидам и детям сиротам ""Только вместе""",Новокузнецк,0,1,1,1,0
311,"Автономная некоммерческая организация центр поддержки детей ""Здесь рады детям""",Москва,0,1,1,1,0
312,"Благотворительный фонд ""Звезда""",Казань,0,1,1,1,1
313,Автономная некоммерческая организация «Первый игровой центр опережающего развития «Пирамидка»,Пятигорск,0,1,1,1,0
314,"СПб БОО ""Перспективы""",Санкт-Петербург,0,1,1,1,0
315,Благотворительный фонд Цвет жизни,Москва,0,1,1,1,0
316,Благотворительный фонд помощи детям «СТРАНА-ДЕТЯМ»,Москва,0,1,1,1,0
317,"Благотворительный фонд ""Я особенный""",Екатеринбург,0,1,1,1,0
318,"Автономная некоммерческая организация центр дополнительного образования ""КАДЕТ""",Новосибирск,0,1,1,1,0
319,"АНО ""Детская следж-хоккейная лига""",Москва,0,1,1,1,1
320,Благотворительный фонд помощи детям и малоимущим гражданам «Простые вещи»,Москва,0,1,1,1,0
321,"АНО по формированию и развитию дружелюбной разновозрастной среды, профессиональной и межпоколенческой коммуникации «Пора жить»",Москва,0,1,1,1,0
322,Encorecharity,Москва,0,1,1,1,0
323,"АНО Центр ""Ориентир""",Новосибирск,0,1,1,1,1
324,"Ассоциация пациентов и специалистов, помогающих людям с ВИЧ, вирусными гепатитами и другими социально значимыми заболеваниями «Е.В.А.»",Санкт-Петербург,0,1,1,1,0
325,"Благотворительный фонд помощи семьям в трудной жизненной ситуации ""Свет в руках""",Москва,0,1,1,1,1
326,"Благотворительный фонд ""Дом Роналда Макдоналда""",Москва,0,1,1,1,0
327,"Благотворительный Фонд помощи животным ""Благое Дело""",Сочи,0,1,1,1,0
328,Специализированный фонд управления целевым капиталом для развития Московского физико-технического института,г. Долгопрудный Московской области,0,1,1,1,0
329,Благотворительный фонд помощи ментальным инвалидам Единение,Москва,0,1,1,1,0
330,"Благотворительный фонд ""Доброделы Петербурга""",Санкт-Петербург,0,1,1,1,0
331,"Благотворительный фонд ""Абсолют-Помощь""",Москва,0,1,1,1,0
332,"Некоммерческий благотворительный фонд помощи детям ""Дедморозим""",Пермь,0,1,1,1,0
333,"Благотворительный фонд ""Мир Доброты""",Санкт-Петербург,0,1,1,1,0
334,"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОМОЩИ ЛЮДЯМ, НАХОДЯЩИМСЯ В ТРУДНОЙ ЖИЗНЕННОЙ СИТУАЦИИ, ИМЕНИ А.С. МАКАРЕНКО",Таруса,0,1,1,1,0
335,"Автономная некоммерческая организация ""Семья детям""",Екатеринбург,0,1,1,1,0
336,Фонд развития гуманных методов исследования фармацевтических и косметических средств «СеллСтандарт»,Санкт-Петербург,0,1,1,1,0
337,"Благотворительный фонд помощи многодетным семьям ""Два крыла""",Уфа,0,1,1,1,0
338,"Автономная некоммерческая организация ""Центр содержания бездомных животных""",Москва,0,1,1,1,0
339,Благотворительный фонд «Старость в радость»,Москва,0,1,1,1,0
340,Благотворительный фонд помощи детям с онкогематологическими и иными тяжелыми заболеваниями«ДоброСвет»,Москва,0,1,1,1,0
341,Благотворительный фонд «Солнечный город»,Новосибирск,0,1,1,1,0
342,Благотворительный фонд «Детские сердца»,Москва,0,1,1,1,0
343,"Благотворительный фонд ""ПравЖизнь""",,0,1,1,1,0
344,Фонд помощи детям и молодежи «Обнаженные сердца»,Москва,0,1,1,1,0
345,Благотворительный фонд «Вера»,,0,1,1,1,0
346,Подарок ангелу,Москва,0,1,1,1,0
347,"Благотворительный фонд ""Подсолнух""",Москва,0,1,1,1,0
348,Детские деревни SOS,Москва,0,1,1,1,1
349,Ассоциация «Некоммерческое партнерство развития донорства «Донор-Сёрч»,Казань,0,1,1,1,0
350,Благотворительный фонд «Измени одну жизнь»,Москва,0,1,1,1,0
351,Благотворительный фонд содействия образованию детей-сирот,Москва,0,1,1,1,0
352,"Благотворительный фонд ""Планета Добра""",Москва,0,1,1,1,0
353,"АНО Центр социальных технологий ""Ломая Барьеры""",Уфа,0,1,1,1,0
354,Благотворительный Фонд «Настенька»,москва,0,1,1,1,0
355,Союз волонтерских организаций и движений (СВОД),Москва,0,1,1,1,0
356,"Благотворительный фонд ""Линия жизни""",Москва,0,1,1,1,0
357,"Благотворительный фонд ""Протяни руку""",Москва,0,1,1,1,0
358,Благотворительный фонд «Артист»,Москва,0,1,1,1,0
359,"Благотворительный фонд ""Мир Сердца""",Москва,0,1,1,1,0
360,"Благотворительный центр ""Верю в чудо""",Калининград,0,1,1,1,1
361,"Фонд поддержки научной и научно-технической деятельности молодежи ""Время науки""",Санкт-Петербург,0,1,1,1,0
362,Центр социальной реабилитации «Турмалин»,Москва,0,1,1,1,0
363,Экологическое движение «РазДельный Сбор»,Санкт-Петербург,0,1,1,1,0
364,Благотворительный фонд помощи животным «Подбери друга»,Москва,0,1,1,1,0
365,Благотворительный фонд «Фонд борьбы с лейкемией»,Москва,0,1,1,1,0
366,«Колесо Обозрения»,Москва,0,1,1,1,0
367,"Фонд медицинских решений ""Не напрасно""",Санкт-Петербург,0,1,1,1,1
368,Благотворительный фонд содействия решению проблем аутизма «Выход»,Москва,0,1,1,1,0
369,"Благотворительный центр ""Радуга""",Омск,0,1,1,1,0
370,"Благотворительный фонд ""Бюро Добрых Дел""",Москва,0,1,1,1,0
371,Региональная общественная организация родителей детей-инвалидов,Киров,0,1,1,1,0
372,"Благотворительный фонд ""РЭЙ""",Москва,0,1,1,1,0
373,"Зоозащитный центр ""Новый Ковчег""",Обнинск,0,1,1,1,0
374,"Благотворительный фонд помощи детям с онкологическими и онкогематологическими заболеваниями ""Жизнь""",Москва,0,1,1,1,1
375,Благотворительный образовательный фонд Мархамат,Уфа,0,1,1,1,0
376,"Центр равных возможностей ""Вверх""",Москва,0,1,1,1,0
377,"Благотворительный фонд ""Шередарь""",Москва,0,1,1,1,0
378,"Благотворительная организация ""Шаг Навстречу""",Санкт-Петербург,0,1,1,1,0
379,"Благотворительный фонд помощи детям ""ДетскиеДомики""",Москва,0,1,1,1,0
380,Ассоциация ГАООРДИ,Санкт-Петербург,0,1,1,1,0
381,"НО ""БФ ""Личное участие""",Самара,0,1,1,1,0
382,Ассоциация cоциально-ориентированных некоммерческих организаций «Благотворительное собрание «Все вместе»,Москва,0,1,1,1,0
383,РакФонд,Москва,0,1,1,1,1
384,"Благотворительный фонд ""Наше Наследие""",Иркутск,0,1,1,1,0
385,Фонд борьбы с инсультом ОРБИ,Москва,0,1,1,1,0
386,"Благотворительный фонд ""Синдром Вильямса""",Москва,0,1,1,1,0
387,Благотворительный фонд AdVita,Санкт-Петербург,0,1,1,1,0
388,Благотворительный фонд «Добрый город Петербург»,Санкт-Петербург,0,1,1,1,0
389,"Благотворительный фонд ""Синдром любви""",Москва,0,1,1,1,0
390,"Благотворительный фонд ""Подари надежду""",Москва,0,1,1,1,0
391,Санкт-Петербургская благотворительная общественная организация помощи детям и взрослым с ограниченными возможностями «Дети Павловска»,Санкт-Петербург,0,1,1,1,0
392,"Благотворительный фонд ""Асенька""",Москва,0,1,1,1,0
393,Благотворительный фонд помощи детям с онкологическими заболеваниями,Воронеж,0,1,1,1,0
394,"Благотворительный фонд ""Благие Дела""",Казань,0,1,1,1,0
395,"Благотворительный фонд ""Спорт для Жизни""",Москва,0,1,1,1,0
396,"Благотворительный фонд ""Кораблик""",Москва,0,1,1,1,0
397,"Благотворительная организация ""Добрый-Юг""",Краснодар,0,1,1,1,1
398,"Благотворительный фонд ""Белый Ирис""",Калининград,0,1,1,1,0
399,"Благотворительный фонд ""Образ жизни""",Москва,0,1,1,1,0
400,"Благотворительный фонд ""Жизненный путь""",Москва,0,1,1,1,0
401,"Киношкола для людей с инвалидностью ""Без Границ""",Москва,0,1,1,1,0
402,Комитет против пыток,нижний Новгород,0,1,1,1,1
403,"Благотворительный фонд ""Хрупкие люди""",Москва,0,1,1,1,0
404,Благотворительный Фонд помощи детям с органическими поражениями центральной нервной системы «ГАЛЧОНОК»,Москва,0,1,1,1,0
405,Фонд социального развития «Полдень»,Москва,0,1,1,1,0
406,"Автономная некоммерческая организация ""Эколого-просветительский Центр ""Заповедники""",Москва,0,1,1,1,0
407,"Православная служба помощи ""Милосердие""",Москва,0,1,1,1,0
408,Люблю и благодарю,Екатеринбург,0,1,1,1,0
409,Ассоциация родителей и детей с дислексией,Москва,0,1,1,1,0
410,Весёлый коридор,Москва,0,1,1,1,0
411,"Благотворительный Фонд ""Жизнь как чудо""",Москва,0,1,1,1,0
412,"Благотворительный фонд помощи животным ""Вторая жизнь""",Москва,0,1,1,1,0
413,"Инклюзивный культурный центр ""ТВЕРСКАЯ 15""",Москва,0,1,1,1,0
414,"Благотворительный фонд ""Взрослые - мы""",Москва,0,1,1,1,0
415,"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ""ЦЕНТР ПСИХОЛОГИЧЕСКОЙ ПОМОЩИ СОТРУДНИКАМ БЛАГОТВОРИТЕЛЬНЫХ ОРГАНИЗАЦИЙ ""ВДОХ""",Санкт-Петербург,0,1,1,1,0
416,РОО для лиц с нарушением зрения «ТВОЙ МИР»,Новосибирск,0,1,1,1,0
417,Всероссийская Федерация спорта лиц с поражением опорно-двигательного аппарата,Волгоград,0,1,1,1,0
418,Благотворительный фонд РАУЛЬ,Санкт-Петербург,0,1,1,1,0
419,"Служба помощи ""Милосердие-на-Дону""",Ростов-на-дону,0,1,1,1,0
420,"Благотворительный фонд поддержки гуманитарных и социальных программ ""КПМГ""",Москва,0,1,1,1,0
421,АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ «ЦЕНТР СОЦИАЛЬНОЙ ПОДДЕРЖКИ «ИНКЛЮЗИВНАЯ МОЛЕКУЛА»,Москва,0,1,1,1,0
422,«Ассоциация «Интеграция»,Новосибирск,0,1,1,1,0
423,"Благотворительный фонд ""Движение вверх""",Москва,0,1,1,1,0
424,Фонд поддержки прикладных экологических разработок и исследований «Озеро Байкал»,Москва,0,1,1,1,0
425,Spina Bifida,Москва,0,1,1,1,1
426,Благотворительный фонд МойМио,Москва,0,1,1,1,0
427,Межрегиональная общественная организация «Алопеция. Счастье быть собой».,Санкт-Петербург,0,1,1,1,0
428,"Благотворительный фонд ""Берегиня""",Пермь,0,1,1,1,0
429,"Некоммерческая организация ""Благое дело""",Верх-Нейвинский,0,1,1,1,0
430,АНО «Детям о важном»,Москва,0,1,1,1,0
431,"Центр реабилитации временно бездомных животных ""Юна""",Москва,0,1,1,1,0
432,"Благотворительный фонд ""Подари солнечный свет""",,0,1,1,1,0
433,EVERLAND: ПРОСТРАНСТВО РАВНЫХ ВОЗМОЖНОСТЕЙ,Москва,0,1,1,1,0
434,БФ Преодолей-ка,Москва,0,1,1,1,0
435,"""Дети-Ангелы Мурмана"" Мурманская региональная общественная организация детей с инвалидностью и их родителей.",Мурманск,0,1,1,1,0
436,"Благотворительный фонд профилактики и реабилитации контагиозности,онкологии и инвалидности",Краснодар,0,1,1,1,0
437,Благотворительный фонд «Второе дыхание»,Москва,0,1,1,1,0
438,"КРОО ""Центр общественных инициатив ""Диалог""",Гурьевск Калининградской области,0,1,1,1,0
439,"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД СОХРАНЕНИЯ ДУХОВНЫХ ТРАДИЦИЙ И СОЦИАЛЬНОЙ ПОДДЕРЖКИ ""ШМИНИ""",Москва,0,1,1,1,0
440,Общее благо,Санкт-Петербург,0,1,1,1,0
441,"Благотворительный фонд ""Территория Успеха""",Краснокамск,0,1,1,1,0
442,Благотворительный фонд развития инклюзии в спорте Больше Чем Можешь,Москва,0,1,1,1,0
443,"Благотворительный Фонд ""Неопалимая Купина""",Москва,0,1,1,1,0
444,"Благотворительный фонд ""Дети без мам""",Нижний Новгород,0,1,1,1,0
445,"Благотворительный фонд помощи бездомным животным ""Каждая собака""",Москва,0,1,1,1,0
446,"АНО Центр помощи семьям с детьми ""ПЛАНЕТА ДОБРА""",Москва,0,1,1,1,0
447,Благотворительный фонд помощи социально-незащищенным гражданам,Москва,0,1,1,1,0
448,"Благотворительный фонд ""Сила Надежды""",Краснодар,0,1,1,1,0
449,Благотворительный Фонд помощи детям и семьям «Наши Дети»,Уфа,0,1,1,1,0
450,Юниспорт,Москва,0,1,1,1,0
451,"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ПО РАЗВИТИЮ ПОЗНАВАТЕЛЬНОГО ТУРИЗМА ВЕРХНЕВОЛЖЬЯ И ВОЗРОЖДЕНИЮ ТРАДИЦИЙ ""ГОРОД-МУЗЕЙ""",Тверь,0,1,1,1,0
452,Благотворительный фонд им. Ани Чижовой,Чебоксары,0,1,1,1,0
453,Благотворительный фонд Провидение,Москва,0,1,1,1,0
454,"АНО ""ЦСПА ""Лыжи Мечты"" Сергея Белоголовцева""",Москва,0,1,1,1,0
455,"Межрегиональный общественный благотворительный фонд поддержки детей с ограниченными возможностями, детей-сирот и детей, оставшихся без попечения родителей «Жизнь в Движении»",Москва,0,1,1,1,0
456,"Онкофонд ""Голос за Жизнь""",Москва,0,1,1,1,0
457,Уфимский Дом культуры глухих,Уфа,0,1,1,1,0
458,"МБОО ""Справедливая помощь Доктора Лизы""",Москва,0,1,1,1,0
459,"Благотворительный фонд помощи детям с онкологическими заболеваниями ""Кадуцей""",Москва,0,1,1,1,0
460,"Благотворительный фонд ""Созвездие Добра""",Москва,0,1,1,1,0
461,Помощь бездомным беспородным животным,Москва,0,1,1,1,0
462,"Благотворительный Детский Фонд ""АНАСТАСИЯ""",Краснодар,0,1,1,1,0
463,Умка,Новочебоксарск,0,1,1,1,0
464,"Комитет ""Гражданское содействие""",Москва,0,1,1,1,1
465,"АНО ""Семейный центр социальной абилитации ""Наши дети""",Омск,0,1,1,1,0
466,Фонд поддержки творчески одаренных детей и молодежи «Белый Пароход»,Москва,0,1,1,1,0
467,ЦЕНТР РЕАБИЛИТАЦИИ ТИГРОВ И ДРУГИХ РЕДКИХ ЖИВОТНЫХ,Владивосток,0,1,1,1,0
468,Частное учреждение «Центр социально-трудовой адаптации инвалидов «Мастер ОК»,Санкт-Петербург,0,1,1,1,1
469,"МОО ""Аистенок""",Екатеринбург,0,1,1,1,1
470,Благотворительный фонд «Выход в Петербурге»,Санкт-Петербург,0,1,1,1,0
471,Православная Служба Милосердия,Екатеринбург,0,1,1,1,0
472,"АНО Центр социокультурной анимации ""Одухотворение""",Москва,0,1,1,1,0
473,"Благотворительный фонд ""Сердца Наших Детей""",Москва,0,1,1,1,0
474,Фонд Почувствуй Жизнь,Москва,0,1,1,1,0
475,"Фонд поддержки и развития природоохранных и других социально-значимых проектов ""Наш фонд""",Москва,0,1,1,1,0
476,"ТРБОО ""Спрятанный мир""",Томск,0,1,1,1,0
477,"Калининградская региональная общественная организация ""Арт-Ворота""",Калининград,0,1,1,1,0
478,"Коррекционно-развивающий центр ""Семья""",Нефтекамск,0,1,1,1,1
479,РетинаФонд. Фонд исследований и лечения заболеваний сетчатки глаза,Москва,0,1,1,1,0
480,"Автономная некоммерческая организация социальных и благотворительных программ ""Синяя птица""",Краснодар,0,1,1,1,0
481,Благотворительный фонд Зимний Бал,Москва,0,1,1,1,0
482,"Межрегиональная благотворительная общественная организация помощи малоимущим ""Центр содействия 2000""",Москва,0,1,1,1,0
483,"Фонд ""Благотворительный фонд ""Смайлики""",Екатеринбург,0,1,1,1,1
484,Московская областная региональная общественная организация молодых инвалидов и семей с детьми-инвалидами «ОТ СЕРДЦА К СЕРДЦУ»,Долгопрудный,0,1,1,1,0
485,Пушкинский фонд поддержки городских проектов и инициатив,Пушкино Московская область,0,1,1,1,0
486,"Фонд социальных программ и поддержки женщин ""Александра""",Москва,0,1,1,1,0
487,Автономная некоммерческая организация социально-культурных услуг «Упсала-Цирк»,Санкт-Петербург,0,1,1,1,0
488,"Новосибирская региональная общественная организация по работе с детьми и молодёжью ""Нешкола""",Искитим,0,1,1,1,0
489,Региональная благотворительная общественная организация «Центр лечебной педагогики»,Москва,0,1,1,1,0
490,Благотворительный Фонд Константина Хабенского,Москва,0,1,1,1,0
491,"Благотворительный фонд ""Подари подарок""",Москва,0,1,1,1,0
492,"Автономная некоммерческая организация содействия развитию физической культуры, спорта и здорового образа жизни «Мир без границ»",Переславль-Залесский,0,1,1,1,0
493,"Ассоциация некоммерческих организаций, созданных родителями детей с расстройствами аутистического спектра «АУТИЗМ-РЕГИОНЫ»,",Москва,0,1,1,1,0
494,"ФОНД ПОДДЕРЖКИ И РАЗВИТИЯ ИСКУСТВА, КУЛЬТУРЫ, СПОРТА, ЭКОЛОГИЧЕСКИХ И СОЦИАЛЬНЫХ ПРОЕКТОВ ""АРКАИМ""",Хабаровск,0,1,1,1,0
495,Благотворительный Фонд в поддержку развития спорта инвалидов «ТОЧКА ОПОРЫ»,Санкт Петербург,0,1,1,1,0
496,"Благотворительный фонд поддержки семьи, детей и молодежи «Наша семья»",Москва,0,1,1,1,0
497,Краснодарская Краевая Благотворительная Общественная Организация «Мелодия счастья»,Краснодар,0,1,1,1,0
498,Межрегиональная общественная организация «Мусора.Больше.Нет»,Санкт-Петербург,0,1,1,1,0
499,"Фонд помощи пациентам с деменцией и их семьям ""Альцрус""",Москва,0,1,1,1,1
500,Санкт-Петербургский благотворительный фонд «Гуманитарное действие»,Санкт-Петербург,0,1,1,1,1
501,"Благотворительный фонд ""Прекрасное далёко""",Новороссийск,0,1,1,1,1
502,Курская региональная общественная организация «Культурно-просветительское общество «Возрождение»,Курск,0,1,1,1,0
503,"Пермская региональная общественная организация ""Территория семьи""",Пермь,0,1,1,1,1
504,"Благотворительный фонд Поддержки нуждающихся ""ХЭППИ""",Москва,0,1,1,1,0
505,"Благотворительный фонд помощи детям с онкогематологическими и иными тяжелыми заболеваниями ""Пчёлка"".",Чита,0,1,1,1,0
506,"Региональный благотворительный общественный фонд содействия реализации гуманитарных программ ""Елизавета""",Москва,0,1,1,1,0
507,"Благотворительный фонд помощи ""Звезда Милосердия""",Москва,0,1,1,1,0
508,Центр защиты прав СМИ,Воронеж,0,1,1,1,0
509,Фонд защиты городских животных,Москва,0,1,1,1,0
510,Благотворительный фонд «РДКМ»,Москва,0,1,1,1,0
511,Всемирный фонд дикой природы (WWF),Москва,0,1,1,1,0
